CMS Chronic Conditions Warehouse (CCW) Data Dictionary
Medicare Inpatient (IP) and Skilled Nursing Facility (SNF) Encounter Records
Version — May 2025
SAS name	Label	Type	Length	2015+ 1
ICD_DGNS_CD25	Claim Diagnosis Code 25	Char	7	55
CLM_1ST_DGNS_E_CD	First Claim Diagnosis E Code	Char	7	56
ICD_DGNS_E_CD1	Claim Diagnosis E Code 1	Char	7	57
ICD_DGNS_E_CD2	Claim Diagnosis E Code 2	Char	7	58
ICD_DGNS_E_CD3	Claim Diagnosis E Code 3	Char	7	59
ICD_DGNS_E_CD4	Claim Diagnosis E Code 4	Char	7	60
ICD_DGNS_E_CD5	Claim Diagnosis E Code 5	Char	7	61
ICD_DGNS_E_CD6	Claim Diagnosis E Code 6	Char	7	62
ICD_DGNS_E_CD7	Claim Diagnosis E Code 7	Char	7	63
ICD_DGNS_E_CD8	Claim Diagnosis E Code 8	Char	7	64
ICD_DGNS_E_CD9	Claim Diagnosis E Code 9	Char	7	65
ICD_DGNS_E_CD10	Claim Diagnosis E Code 10	Char	7	66
RSN_VISIT_CD1	Reason for Visit Diagnosis Code 1	Char	7	67
RSN_VISIT_CD2	Reason for Visit Diagnosis Code 2	Char	7	68
RSN_VISIT_CD3	Reason for Visit Diagnosis Code 3	Char	7	69
ICD_PRCDR_CD1	Claim Procedure Code 1	Char	7	70
ICD_PRCDR_CD2	Claim Procedure Code 2	Char	7	71
ICD_PRCDR_CD3	Claim Procedure Code 3	Char	7	72
ICD_PRCDR_CD4	Claim Procedure Code 4	Char	7	73
ICD_PRCDR_CD5	Claim Procedure Code 5	Char	7	74
ICD_PRCDR_CD6	Claim Procedure Code 6	Char	7	75
ICD_PRCDR_CD7	Claim Procedure Code 7	Char	7	76
ICD_PRCDR_CD8	Claim Procedure Code 8	Char	7	77
ICD_PRCDR_CD9	Claim Procedure Code 9	Char	7	78
ICD_PRCDR_CD10	Claim Procedure Code 10	Char	7	79
ICD_PRCDR_CD11	Claim Procedure Code 11	Char	7	80
ICD_PRCDR_CD12	Claim Procedure Code 12	Char	7	81
ICD_PRCDR_CD13	Claim Procedure Code 13	Char	7	82
PRCDR_DT1	Claim Procedure Code 1 Date	Date	8	83
PRCDR_DT2	Claim Procedure Code 2 Date	Date	8	84
PRCDR_DT3	Claim Procedure Code 3 Date	Date	8	85
PRCDR_DT4	Claim Procedure Code 4 Date	Date	8	86
PRCDR_DT5	Claim Procedure Code 5 Date	Date	8	87
PRCDR_DT6	Claim Procedure Code 6 Date	Date	8	88
PRCDR_DT7	Claim Procedure Code 7 Date	Date	8	89
PRCDR_DT8	Claim Procedure Code 8 Date	Date	8	90
PRCDR_DT9	Claim Procedure Code 9 Date	Date	8	91
PRCDR_DT10	Claim Procedure Code 10 Date	Date	8	92
PRCDR_DT11	Claim Procedure Code 11 Date	Date	8	93
PRCDR_DT12	Claim Procedure Code 12 Date	Date	8	94
PRCDR_DT13	Claim Procedure Code 13 Date	Date	8	95
CLM_OBSLT_DT	Claim Obsolete Date	Date	8	96
CLM_BPRVDR_CITY_NAME	Billing Provider Address - City	Char	30	97
CLM_BPRVDR_USPS_STATE_CD	Billing Provider Address - USPS State Code	Char	2	98
CLM_BPRVDR_ADR_ZIP_CD	Billing Provider Address - ZIP Code	Char	9	99
CLM_SUBSCR_CITY_NAME	Medicare Subscriber Address - City	Char	30	100
CLM_SUBSCR_USPS_STATE_CD	Medicare Subscriber Address - USPS State Code	Char	2	101
CLM_SUBSCR_ADR_ZIP_CD	Medicare Subscriber Address - ZIP Code	Char	9	102
BENE_CNTY_CD	Beneficiary County Code from Claim (SSA)	Char	3	103
BENE_STATE_CD	Beneficiary Residence (SSA) State Code	Char	2	104
BENE_MLG_CNTCT_ZIP_CD	Beneficiary ZIP Code of Residence	Char	9	105
BENE_RACE_CD	Race Code	Char	1	106
DOB_DT	Date of Birth	Date	8	107
BENE_MDCR_STUS_CD	Beneficiary Medicare Status Code	Char	2	108
TAX_NUM	Provider Tax Number	Char	10	109
BENE_STATE	Beneficiary State Postal Code	Char	2	110
Revenue center file
BENE_ID	Encrypted CCW Beneficiary ID	Char	15	1
ENC_JOIN_KEY	Unique Encounter Join Key	Char	15	2
CLM_TYPE_CD	Claim Type Code	Char	4	3
CLM_LINE_NUM	Claim Line Number	Num	13	4
LINE_NUM_ORIG	Original Claim Line Number	Num	13	20
CLM_THRU_DT	Claim Through Date	Date	8	5
REV_CNTR	Revenue Center Code	Char	4	6
REV_CNTR_FROM_DT	Revenue Center From Date	Date	8	7
REV_CNTR_THRU_DT	Revenue Center Thru Date	Date	8	8
REV_CNTR_UNIT_CNT	Revenue Center Unit Count	Num	8	9
HCPCS_CD	HCFA Common Procedure Coding System (HCPCS) Code	Char	5	10
HCPCS_1ST_MDFR_CD	HCPCS Initial Modifier Code	Char	2	11
HCPCS_2ND_MDFR_CD	HCPCS Second Modifier Code	Char	2	12
HCPCS_3RD_MDFR_CD	HCPCS Third Modifier Code	Char	2	13
HCPCS_4TH_MDFR_CD	HCPCS Fourth Modifier Code	Char	2	14
REV_CNTR_IDE_NDC_UPC_NUM	Revenue Center IDE, NDC, or UPC Number	Char	24	15
REV_CNTR_NDC_QTY	Revenue Center National Drug Code (NDC) Quantity	Num	10	16
REV_CNTR_NDC_QTY_QLFR_CD	Revenue Center NDC Quantity Qualifier Code	Char	2	17
REV_CNTR_RNDRNG_PHYSN_NPI	Revenue Center Rendering Physician NPI	Char	10	18
LINE_LTST_CLM_IND	Line Latest Claim Indicator	Char	1	19
Condition code file
BENE_ID	Encrypted CCW Beneficiary ID	Char	15	1
ENC_JOIN_KEY	Unique Encounter Join Key	Char	15	2
CLM_TYPE_CD	Claim Type Code	Char	4	3
RLT_COND_CD_SEQ	Claim Related Condition Code Sequence	Char	2	4
CLM_RLT_COND_CD	Claim Related Condition Code	Char	2	5
Occurrence code file
BENE_ID	Encrypted CCW Beneficiary ID	Char	15	1
ENC_JOIN_KEY	Unique Encounter Join Key	Char	15	2
CLM_TYPE_CD	Claim Type Code	Char	4	3
RLT_OCRNC_CD_SEQ	Claim Related Occurrence Code Sequence	Char	2	4
CLM_RLT_OCRNC_CD	Claim Related Occurrence Code	Char	2	5
CLM_RLT_OCRNC_DT	Claim Related Occurrence Date	Date	8	6
Span code file
BENE_ID	Encrypted CCW Beneficiary ID	Char	15	1
ENC_JOIN_KEY	Unique Encounter Join Key	Char	15	2
CLM_TYPE_CD	Claim Type Code	Char	4	3
RLT_SPAN_CD_SEQ	Claim Related Span Code Sequence	Char	2	4
CLM_SPAN_CD	Claim Occurrence Span Code	Char	2	5
CLM_SPAN_FROM_DT	Claim Occurrence Span From Date	Date	8	6
CLM_SPAN_THRU_DT	Claim Occurrence Span Through Date	Date	8	7
Value code file
BENE_ID	Encrypted CCW Beneficiary ID	Char	15	1
ENC_JOIN_KEY	Unique Encounter Join Key	Char	15	2
CLM_TYPE_CD	Claim Type Code	Char	4	3
RLT_VAL_CD_SEQ	Claim Related Value Code Sequence	Char	2	4
CLM_VAL_CD	Claim Value Code	Char	2	5
1 Number shown on the matrix indicates the sequence of the data field. In 2025, the field for beneficiary sex was removed because
it is available in the Master Beneficiary Summary File; the numbering of the fields was updated.

CMS Chronic Conditions Warehouse (CCW) Data Dictionary
Medicare Carrier (Physician/Supplier) Encounter Records
Version — May 2025
SAS name	Label	Type	Length	2015 1	2016+  1
Base claim file
BENE_ID	Encrypted CCW Beneficiary ID	Char	15	1	1
SAMPLE_GROUP	CCW  Beneficiary Random Sample Group	Char	2	2	2
ENC_JOIN_KEY	Unique Encounter Join Key	Char	15	3	3
CLM_TYPE_CD	Claim Type Code	Char	4	4	4
CLM_FROM_DT	Claim From Date	Date	8	5	5
CLM_THRU_DT	Claim Through Date	Date	8	6	6
SRVC_MONTH	Service Month	Date	6	7	7
CLM_CHRT_RVW_SW	Claim Chart Review Switch	Char	1	8	8
CLM_CNTL_NUM	Claim Control Number	Char	23	9	9
CLM_ORIG_CNTL_NUM	Claim Original Control Number	Char	23	10	10
CLM_FINL_ACTN_IND	Claim Final Action Indicator	Char	1	11	11
CLM_LTST_CLM_IND	Latest Claim Indicator	Char	1	12	12
EDPS_CREATE_DT	Encounter Data Processing System (EDPS) Create Date	Date	8	13	13
CLM_RCPT_DT	Claim Receipt Date	Date	8	14	14
CLM_FREQ_CD	Claim Frequency Code	Char	1	15	15
CNTRCT_NUM	Medicare Part C Contract Number	Char	5	16	16
CNTRCT_PBP_NUM	Medicare Part C Plan Benefit Package (PBP) Number	Char	3	17	17
CLM_MDCL_REC	Claim Medical Record Number	Char	1	18	18
ORG_NPI	Organization NPI Number	Char	10	19	19
ORG_TXNMY_CD	Organization Taxonomy Code	Char	10	20	20
CLM_PLACE_OF_SRVC_CD	Claim Place of Service Code	Char	2	-	66
RNDRNG_PHYSN_NPI	Claim Rendering Physician NPI Number	Char	10	-	65
RFRG_PHYSN_NPI	Claim Referring Physician NPI Number	Char	10	21	21
PRNCPAL_DGNS_CD	Claim Principal Diagnosis Code	Char	7	22	22
PRNCPAL_DGNS_VRSN_CD	Claim Principal Diagnosis Version Code	Char	1	23	23
ICD_DGNS_CD1	Claim Diagnosis Code 1	Char	7	24	24
ICD_DGNS_VRSN_CD1	Claim Diagnosis Code I Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	25	25
ICD_DGNS_CD2	Claim Diagnosis Code 2	Char	7	26	26
ICD_DGNS_VRSN_CD2	Claim Diagnosis Code II Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	27	27
ICD_DGNS_CD3	Claim Diagnosis Code 3	Char	7	28	28
ICD_DGNS_VRSN_CD3	Claim Diagnosis Code III Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	29	29
ICD_DGNS_CD4	Claim Diagnosis Code 4	Char	7	30	30
ICD_DGNS_VRSN_CD4	Claim Diagnosis Code IV Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	31	31
ICD_DGNS_CD5	Claim Diagnosis Code 5	Char	7	32	32
ICD_DGNS_VRSN_CD5	Claim Diagnosis Code V Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	33	33
ICD_DGNS_CD6	Claim Diagnosis Code 6	Char	7	34	34
ICD_DGNS_VRSN_CD6	Claim Diagnosis Code VI Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	35	35
ICD_DGNS_CD7	Claim Diagnosis Code 7	Char	7	36	36
ICD_DGNS_VRSN_CD7	Claim Diagnosis Code VII Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	37	37
ICD_DGNS_CD8	Claim Diagnosis Code 8	Char	7	38	38
ICD_DGNS_VRSN_CD8	Claim Diagnosis Code VIII Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	39	39
ICD_DGNS_CD9	Claim Diagnosis Code 9	Char	7	40	40
ICD_DGNS_VRSN_CD9	Claim Diagnosis Code IX Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	41	41
ICD_DGNS_CD10	Claim Diagnosis Code 10	Char	7	42	42
ICD_DGNS_VRSN_CD10	Claim Diagnosis Code X Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	43	43
ICD_DGNS_CD11	Claim Diagnosis Code 11	Char	7	44	44
ICD_DGNS_VRSN_CD11	Claim Diagnosis Code XI Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	45	45
ICD_DGNS_CD12	Claim Diagnosis Code 12	Char	7	46	46
ICD_DGNS_VRSN_CD12	Claim Diagnosis Code XII Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	47	47
ICD_DGNS_CD13	Claim Diagnosis Code 13	Char	7	48	48
ICD_DGNS_VRSN_CD13	Claim Diagnosis Code XIII Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	49	49
CLM_OBSLT_DT	Claim Obsolete Date	Date	8	50	50
CLM_BPRVDR_CITY_NAME	Billing Provider Address - City	Char	30	51	51
CLM_BPRVDR_USPS_STATE_CD	Billing Provider Address - USPS State Code	Char	2	52	52
CLM_BPRVDR_ADR_ZIP_CD	Billing Provider Address - ZIP Code	Char	9	53	53
CLM_SUBSCR_CITY_NAME	Medicare Subscriber Address - City	Char	30	54	54
CLM_SUBSCR_USPS_STATE_CD	Medicare Subscriber Address - USPS State Code	Char	2	55	55
CLM_SUBSCR_ADR_ZIP_CD	Medicare Subscriber Address - ZIP Code	Char	9	56	56
BENE_CNTY_CD	Beneficiary County Code from Claim (SSA)	Char	3	57	57
BENE_STATE_CD	Beneficiary Residence (SSA) State Code	Char	2	58	58
BENE_MLG_CNTCT_ZIP_CD	Beneficiary ZIP Code of Residence	Char	9	59	59
BENE_RACE_CD	Race Code	Char	1	60	60
DOB_DT	Date of Birth	Date	8	61	61
BENE_MDCR_STUS_CD	Beneficiary Medicare Status Code	Char	2	62	62
TAX_NUM	Provider Tax Number	Char	10	63	63
BENE_STATE	Beneficiary State Postal Code	Char	2	64	64
Line file
BENE_ID	Encrypted CCW Beneficiary ID	Char	15	1	1
ENC_JOIN_KEY	Unique Encounter Join Key	Char	15	2	2
CLM_TYPE_CD	Claim Type Code	Char	4	3	3
CLM_LINE_NUM	Claim Line Number	Num	13	4	4
LINE_NUM_ORIG	Original Claim Line Number	Num	13	20	20
CLM_THRU_DT	Claim Through Date	Date	8	5	5
PRVDR_NPI	Line Rendering Physician NPI	Char	10	6	6
PRVDR_SPCLTY	Line CMS Provider Specialty Code	Char	2	7	7
LINE_SRVC_CNT	Line Service Count	Num	12	8	8
LINE_PLACE_OF_SRVC_CD	Line Place of Service Code	Char	2	9	9
LINE_1ST_EXPNS_DT	Line First Expense Date	Date	8	10	10
LINE_LAST_EXPNS_DT	Line Last Expense Date	Date	8	11	11
HCPCS_CD	HCFA Common Procedure Coding System (HCPCS) Code	Char	5	12	12
HCPCS_1ST_MDFR_CD	HCPCS Initial Modifier Code	Char	2	13	13
HCPCS_2ND_MDFR_CD	HCPCS Second Modifier Code	Char	2	14	14
HCPCS_3RD_MDFR_CD	HCPCS Third Modifier Code	Char	2	15	15
HCPCS_4TH_MDFR_CD	HCPCS Fourth Modifier Code	Char	2	16	16
LINE_NDC_CD	Line National Drug Code (NDC)	Char	11	17	17
LINE_RX_NUM	Line RX Number	Char	30	18	18
LINE_LTST_CLM_IND	Line Latest Claim Indicator	Char	1	19	19
1 Number shown on the matrix indicates the sequence of the data field. In 2025, the field for beneficiary sex was removed because
it is available in the Master Beneficiary Summary File; the numbering of the fields was updated.

CMS Chronic Conditions Warehouse (CCW) Data Dictionary
Medicare Durable Medical Equipment (DME) Encounter Records
Version — May 2025
SAS name	Label	Type	Length	2015 1	2016+1
Base claim file
BENE_ID	Encrypted CCW Beneficiary ID	Char	15	1	1
SAMPLE_GROUP	CCW  Beneficiary Random Sample Group	Char	2	2	2
ENC_JOIN_KEY	Unique Encounter Join Key	Char	15	3	3
CLM_TYPE_CD	Claim Type Code	Char	4	4	4
CLM_FROM_DT	Claim From Date	Date	8	5	5
CLM_THRU_DT	Claim Through Date	Date	8	6	6
SRVC_MONTH	Service Month	Date	6	7	7
CLM_CHRT_RVW_SW	Claim Chart Review Switch	Char	1	8	8
CLM_CNTL_NUM	Claim Control Number	Char	23	9	9
CLM_ORIG_CNTL_NUM	Claim Original Control Number	Char	23	10	10
CLM_FINL_ACTN_IND	Claim Final Action Indicator	Char	1	11	11
CLM_LTST_CLM_IND	Latest Claim Indicator	Char	1	12	12
EDPS_CREATE_DT	Encounter Data Processing System (EDPS) Create Date	Date	8	13	13
CLM_RCPT_DT	Claim Receipt Date	Date	8	14	14
CLM_FREQ_CD	Claim Frequency Code	Char	1	15	15
CNTRCT_NUM	Medicare Part C Contract Number	Char	5	16	16
CNTRCT_PBP_NUM	Medicare Part C Plan Benefit Package (PBP) Number	Char	3	17	17
CLM_MDCL_REC	Claim Medical Record Number	Char	1	18	18
ORG_NPI	Organization NPI Number	Char	10	19	19
ORG_TXNMY_CD	Organization Taxonomy Code	Char	10	20	20
CLM_PLACE_OF_SRVC_CD	Claim Place of Service Code	Char	2	-	66
RNDRNG_PHYSN_NPI	Claim Rendering Physician NPI Number	Char	10	-	65
RFRG_PHYSN_NPI	Claim Referring Physician NPI Number	Char	10	21	21
PRNCPAL_DGNS_CD	Claim Principal Diagnosis Code	Char	7	22	22
PRNCPAL_DGNS_VRSN_CD	Claim Principal Diagnosis Version Code	Char	1	23	23
ICD_DGNS_CD1	Claim Diagnosis Code 1	Char	7	24	24
ICD_DGNS_VRSN_CD1	Claim Diagnosis Code I Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	25	25
ICD_DGNS_CD2	Claim Diagnosis Code 2	Char	7	26	26
ICD_DGNS_VRSN_CD2	Claim Diagnosis Code II Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	27	27
ICD_DGNS_CD3	Claim Diagnosis Code 3	Char	7	28	28
ICD_DGNS_VRSN_CD3	Claim Diagnosis Code III Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	29	29
ICD_DGNS_CD4	Claim Diagnosis Code 4	Char	7	30	30
ICD_DGNS_VRSN_CD4	Claim Diagnosis Code IV Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	31	31
ICD_DGNS_CD5	Claim Diagnosis Code 5	Char	7	32	32
ICD_DGNS_VRSN_CD5	Claim Diagnosis Code V Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	33	33
ICD_DGNS_CD6	Claim Diagnosis Code 6	Char	7	34	34
ICD_DGNS_VRSN_CD6	Claim Diagnosis Code VI Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	35	35
ICD_DGNS_CD7	Claim Diagnosis Code 7	Char	7	36	36
ICD_DGNS_VRSN_CD7	Claim Diagnosis Code VII Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	37	37
ICD_DGNS_CD8	Claim Diagnosis Code 8	Char	7	38	38
ICD_DGNS_VRSN_CD8	Claim Diagnosis Code VIII Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	39	39
ICD_DGNS_CD9	Claim Diagnosis Code 9	Char	7	40	40
ICD_DGNS_VRSN_CD9	Claim Diagnosis Code IX Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	41	41
ICD_DGNS_CD10	Claim Diagnosis Code 10	Char	7	42	42
ICD_DGNS_VRSN_CD10	Claim Diagnosis Code X Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	43	43
ICD_DGNS_CD11	Claim Diagnosis Code 11	Char	7	44	44
ICD_DGNS_VRSN_CD11	Claim Diagnosis Code XI Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	45	45
ICD_DGNS_CD12	Claim Diagnosis Code 12	Char	7	46	46
ICD_DGNS_VRSN_CD12	Claim Diagnosis Code XII Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	47	47
ICD_DGNS_CD13	Claim Diagnosis Code 13	Char	7	48	48
ICD_DGNS_VRSN_CD13	Claim Diagnosis Code XIII Diagnosis Version Code (ICD-9 or ICD-10)	Char	1	49	49
CLM_OBSLT_DT	Claim Obsolete Date	Date	8	50	50
CLM_BPRVDR_CITY_NAME	Billing Provider Address - City	Char	30	51	51
CLM_BPRVDR_USPS_STATE_CD	Billing Provider Address - USPS State Code	Char	2	52	52
CLM_BPRVDR_ADR_ZIP_CD	Billing Provider Address - ZIP Code	Char	9	53	53
CLM_SUBSCR_CITY_NAME	Beneficiary County Code from Claim (SSA)	Char	30	54	54
CLM_SUBSCR_USPS_STATE_CD	Beneficiary Residence (SSA) State Code	Char	2	55	55
CLM_SUBSCR_ADR_ZIP_CD	Beneficiary ZIP Code of Residence	Char	9	56	56
BENE_CNTY_CD	Medicare Subscriber Address - City	Char	3	57	57
BENE_STATE_CD	Medicare Subscriber Address - USPS State Code	Char	2	58	58
BENE_MLG_CNTCT_ZIP_CD	Medicare Subscriber Address - ZIP Code	Char	9	59	59
BENE_RACE_CD	Race Code	Char	1	60	60
DOB_DT	Date of Birth	Date	8	61	61
BENE_MDCR_STUS_CD	Beneficiary Medicare Status Code	Char	2	62	62
TAX_NUM	Provider Tax Number	Char	10	63	63
BENE_STATE	Beneficiary State Postal Code	Char	2	64	64
Line file
BENE_ID	Encrypted CCW Beneficiary ID	Char	15	1	1
ENC_JOIN_KEY	Unique Encounter Join Key	Char	15	2	2
CLM_TYPE_CD	Claim Type Code	Char	4	3	3
CLM_LINE_NUM	Claim Line Number	Num	13	4	4
LINE_NUM_ORIG	Original Claim Line Number	Num	13	19	19
CLM_THRU_DT	Claim Through Date	Date	8	5	5
PRVDR_NPI	DME Line Supplier NPI	Char	10	6	6
PRVDR_SPCLTY	Line CMS Provider Specialty Code	Char	2	7	7
LINE_SRVC_CNT	Line Service Count	Num	12	8	8
LINE_PLACE_OF_SRVC_CD	Line Place of Service Code	Char	2	9	9
LINE_1ST_EXPNS_DT	Line First Expense Date	Date	8	10	10
LINE_LAST_EXPNS_DT	Line Last Expense Date	Date	8	11	11
HCPCS_CD	HCFA Common Procedure Coding System (HCPCS) Code	Char	5	12	12
HCPCS_1ST_MDFR_CD	HCPCS Initial Modifier Code	Char	2	13	13
HCPCS_2ND_MDFR_CD	HCPCS Second Modifier Code	Char	2	14	14
HCPCS_3RD_MDFR_CD	HCPCS Third Modifier Code	Char	2	15	15
HCPCS_4TH_MDFR_CD	HCPCS Fourth Modifier Code	Char	2	16	16
LINE_NDC_CD	Line National Drug Code (NDC)	Char	11	17	17
LINE_LTST_CLM_IND	Line Latest Claim Indicator	Char	1	18	18
1 Number shown on the matrix indicates the sequence of the data field. Shading or '-' indicates variable is not present or not populated. In 2025,
the field for beneficiary sex was removed because it is available in the Master Beneficiary Summary File; the numbering of the fields was updated.

Revision Date	Tab	Description
45793	All	The field for beneficiary sex was removed because it is available in the Master Beneficiary Summary File.
